날짜,스트레스,집값
2018-05-08,15.24663,9.59641
2018-05-09,15.33632,12.1973
2018-05-10,14.7982,11.83856
2018-05-11,16.68161,10.04484
2018-05-12,11.74887,8.52017
2018-05-13,11.03139,9.86547
2018-05-14,17.75784,12.10762
2018-05-15,16.50224,10.85201
2018-05-16,17.13004,10.3139
2018-05-17,14.61883,9.68609
2018-05-18,13.99103,8.60986
2018-05-19,12.1973,9.05829
2018-05-20,11.21076,9.50672
2018-05-21,12.91479,11.03139
2018-05-22,15.15695,11.83856
2018-05-23,16.32286,12.01793
2018-05-24,17.48878,13.36322
2018-05-25,15.60538,10.49327
2018-05-26,10.9417,11.47982
2018-05-27,11.12107,9.05829
2018-05-28,17.84753,11.65919
2018-05-29,16.7713,11.03139
2018-05-30,16.86098,10.40358
2018-05-31,17.3991,11.92825
2018-06-01,16.05381,12.01793
2018-06-02,10.85201,11.5695
2018-06-03,11.47982,11.83856
2018-06-04,16.14349,12.37668
2018-06-05,15.51569,9.86547
2018-06-06,12.91479,8.87892
2018-06-07,17.93721,12.55605
2018-06-08,14.34977,8.16143
2018-06-09,12.82511,9.14798
2018-06-10,13.5426,9.86547
2018-06-11,15.426,9.59641
2018-06-12,15.15695,10.40358
2018-06-13,14.08071,10.13452
2018-06-14,16.14349,14.97757
2018-06-15,15.96412,10.58295
2018-06-16,11.21076,9.95515
2018-06-17,14.61883,10.3139
2018-06-18,16.95067,15.33632
2018-06-19,16.50224,11.30044
2018-06-20,17.13004,10.9417
2018-06-21,17.66816,11.30044
2018-06-22,17.66816,11.12107
2018-06-23,11.65919,9.32735
2018-06-24,12.82511,10.49327
2018-06-25,15.24663,12.82511
2018-06-26,19.01345,9.86547
2018-06-27,17.30941,10.9417
2018-06-28,18.47533,11.39013
2018-06-29,16.41255,10.85201
2018-06-30,10.9417,8.16143
2018-07-01,11.39013,7.35426
2018-07-02,16.14349,10.49327
2018-07-03,13.90134,10.22421
2018-07-04,14.7982,12.10762
2018-07-05,15.96412,14.61883
2018-07-06,14.88789,9.86547
2018-07-07,10.04484,7.0852
2018-07-08,13.72197,9.14798
2018-07-09,15.69506,10.9417
2018-07-10,18.0269,9.32735
2018-07-11,15.15695,9.77578
2018-07-12,18.6547,13.36322
2018-07-13,12.73542,12.64573
2018-07-14,12.28699,8.52017
2018-07-15,11.21076,10.58295
2018-07-16,13.5426,10.85201
2018-07-17,13.09417,10.9417
2018-07-18,15.15695,10.49327
2018-07-19,13.27354,12.73542
2018-07-20,14.61883,10.76233
2018-07-21,9.50672,8.60986
2018-07-22,10.04484,10.9417
2018-07-23,14.08071,15.15695
2018-07-24,13.5426,11.92825
2018-07-25,13.63228,10.67264
2018-07-26,13.81165,12.82511
2018-07-27,13.5426,12.01793
2018-07-28,9.41704,8.60986
2018-07-29,9.95515,11.12107
2018-07-30,13.27354,9.95515
2018-07-31,10.9417,11.83856
2018-08-01,12.28699,11.65919
2018-08-02,12.01793,13.09417
2018-08-03,11.03139,12.10762
2018-08-04,9.41704,9.59641
2018-08-05,12.55605,11.12107
2018-08-06,15.06726,17.66816
2018-08-07,17.84753,15.69506
2018-08-08,13.27354,15.24663
2018-08-09,15.78475,17.57847
2018-08-10,12.82511,17.75784
2018-08-11,10.13452,12.91479
2018-08-12,9.95515,13.00448
2018-08-13,15.24663,21.43497
2018-08-14,16.32286,17.30941
2018-08-15,11.65919,15.24663
2018-08-16,13.18385,23.22869
2018-08-17,12.82511,23.04932
2018-08-18,10.22421,19.73094
2018-08-19,12.1973,24.66367
2018-08-20,15.24663,37.66816
2018-08-21,15.78475,34.26008
2018-08-22,15.87443,33.27354
2018-08-23,13.18385,26.27802
2018-08-24,13.99103,39.64125
2018-08-25,13.09417,32.37668
2018-08-26,11.5695,29.86547
2018-08-27,15.24663,37.75784
2018-08-28,16.41255,30.85201
2018-08-29,15.69506,30.67264
2018-08-30,18.47533,32.55605
2018-08-31,14.08071,31.03139
2018-09-01,12.01793,30.58295
2018-09-02,11.03139,30.85201
2018-09-03,15.60538,34.08071
2018-09-04,16.41255,32.10762
2018-09-05,17.3991,52.73542
2018-09-06,16.7713,48.69955
2018-09-07,15.51569,42.95964
2018-09-08,8.9686,34.70852
2018-09-09,12.55605,33.27354
2018-09-10,17.13004,44.93273
2018-09-11,14.97757,43.04932
2018-09-12,16.32286,35.87443
2018-09-13,15.24663,36.14349
2018-09-14,16.05381,33.45291
2018-09-15,9.59641,23.76681
2018-09-16,12.01793,21.70403
2018-09-17,16.50224,30.40358
2018-09-18,17.75784,30.04484
2018-09-19,16.14349,25.1121
2018-09-20,14.7982,24.66367
2018-09-21,16.05381,26.54708
2018-09-22,10.40358,15.51569
2018-09-23,9.23766,14.97757
2018-09-24,7.80269,14.52914
2018-09-25,7.713,16.59192
2018-09-26,14.43946,19.19282
2018-09-27,15.60538,28.52017
2018-09-28,14.26008,22.95964
2018-09-29,10.85201,21.2556
2018-09-30,14.08071,19.73094
2018-10-01,14.52914,27.98206
2018-10-02,13.00448,27.89237
2018-10-03,13.27354,22.78026
2018-10-04,15.24663,23.49775
2018-10-05,17.93721,23.04932
2018-10-06,15.24663,22.24215
2018-10-07,12.1973,25.82959
2018-10-08,15.78475,22.42152
2018-10-09,13.72197,23.22869
2018-10-10,13.99103,24.93273
2018-10-11,14.88789,24.75336
2018-10-12,11.39013,20.6278
2018-10-13,10.67264,17.57847
2018-10-14,9.86547,18.0269
2018-10-15,14.70852,21.79372
2018-10-16,17.75784,20.80717
2018-10-17,15.33632,23.31838
2018-10-18,16.05381,17.75784
2018-10-19,13.27354,19.19282
2018-10-20,11.12107,15.33632
2018-10-21,13.09417,17.48878
2018-10-22,16.95067,17.93721
2018-10-23,17.66816,22.60089
2018-10-24,16.59192,21.2556
2018-10-25,15.69506,24.66367
2018-10-26,15.15695,20.0
2018-10-27,9.77578,16.7713
2018-10-28,10.67264,18.0269
2018-10-29,15.69506,27.0852
2018-10-30,16.41255,25.38116
2018-10-31,15.15695,22.69058
2018-11-01,13.72197,21.70403
2018-11-02,13.18385,25.1121
2018-11-03,11.83856,19.55156
2018-11-04,12.46636,18.38565
2018-11-05,15.426,22.60089
2018-11-06,14.34977,21.2556
2018-11-07,15.69506,21.61434
2018-11-08,13.36322,22.95964
2018-11-09,14.34977,15.78475
2018-11-10,14.26008,16.59192
2018-11-11,14.08071,17.93721
2018-11-12,16.7713,20.44843
2018-11-13,14.70852,18.92376
2018-11-14,15.24663,19.91031
2018-11-15,13.27354,23.04932
2018-11-16,12.28699,20.26905
2018-11-17,12.82511,15.69506
2018-11-18,13.00448,17.84753
2018-11-19,13.90134,18.74439
2018-11-20,14.08071,19.19282
2018-11-21,14.43946,18.56502
2018-11-22,17.57847,19.82062
2018-11-23,16.05381,17.75784
2018-11-24,10.22421,12.64573
2018-11-25,10.3139,18.6547
2018-11-26,14.7982,16.68161
2018-11-27,14.97757,16.41255
2018-11-28,16.7713,17.30941
2018-11-29,14.26008,18.74439
2018-11-30,12.46636,16.7713
2018-12-01,10.22421,13.99103
2018-12-02,10.76233,15.78475
2018-12-03,14.70852,17.21973
2018-12-04,17.48878,18.29596
2018-12-05,13.99103,13.99103
2018-12-06,14.43946,13.99103
2018-12-07,12.1973,16.05381
2018-12-08,9.50672,12.55605
2018-12-09,11.5695,14.26008
2018-12-10,14.08071,14.61883
2018-12-11,13.27354,14.7982
2018-12-12,13.27354,14.88789
2018-12-13,14.70852,14.88789
2018-12-14,12.1973,13.5426
2018-12-15,9.41704,11.74887
2018-12-16,9.95515,12.28699
2018-12-17,15.24663,11.5695
2018-12-18,16.50224,12.64573
2018-12-19,14.70852,11.65919
2018-12-20,13.36322,15.69506
2018-12-21,12.91479,14.70852
2018-12-22,11.92825,9.50672
2018-12-23,8.87892,11.03139
2018-12-24,9.95515,9.41704
2018-12-25,10.22421,11.47982
2018-12-26,9.32735,14.7982
2018-12-27,11.92825,14.08071
2018-12-28,11.65919,11.47982
2018-12-29,8.16143,9.50672
2018-12-30,8.07174,11.21076
2018-12-31,10.40358,8.9686
2019-01-01,7.26457,8.25112
2019-01-02,10.67264,11.92825
2019-01-03,12.73542,14.08071
2019-01-04,12.55605,10.76233
2019-01-05,9.23766,8.69955
2019-01-06,11.03139,10.49327
2019-01-07,13.5426,13.99103
2019-01-08,14.61883,10.13452
2019-01-09,14.34977,12.46636
2019-01-10,13.18385,13.63228
2019-01-11,14.61883,11.39013
2019-01-12,11.03139,9.95515
2019-01-13,12.1973,15.24663
2019-01-14,14.43946,14.70852
2019-01-15,15.87443,13.18385
2019-01-16,15.24663,15.33632
2019-01-17,16.05381,13.90134
2019-01-18,14.88789,12.37668
2019-01-19,12.73542,10.85201
2019-01-20,10.3139,16.7713
2019-01-21,16.14349,16.32286
2019-01-22,18.11659,13.63228
2019-01-23,15.96412,13.90134
2019-01-24,14.34977,15.51569
2019-01-25,14.97757,13.81165
2019-01-26,10.22421,14.61883
2019-01-27,12.91479,12.82511
2019-01-28,13.90134,16.14349
2019-01-29,15.33632,12.91479
2019-01-30,16.32286,13.45291
2019-01-31,15.24663,12.10762
2019-02-01,13.45291,10.04484
2019-02-02,9.05829,9.41704
2019-02-03,10.22421,9.32735
2019-02-04,9.77578,7.713
2019-02-05,9.32735,12.10762
2019-02-06,10.76233,13.09417
2019-02-07,15.78475,16.32286
2019-02-08,15.426,12.64573
2019-02-09,11.5695,13.5426
2019-02-10,11.83856,17.75784
2019-02-11,13.99103,17.84753
2019-02-12,16.14349,14.70852
2019-02-13,14.52914,15.06726
2019-02-14,15.51569,12.64573
2019-02-15,15.60538,9.23766
2019-02-16,11.12107,8.87892
2019-02-17,10.3139,10.9417
2019-02-18,16.05381,11.30044
2019-02-19,15.33632,13.90134
2019-02-20,16.32286,8.87892
2019-02-21,14.52914,13.63228
2019-02-22,16.05381,10.67264
2019-02-23,12.46636,9.14798
2019-02-24,11.30044,14.34977
2019-02-25,16.86098,13.27354
2019-02-26,17.21973,14.52914
2019-02-27,14.61883,11.21076
2019-02-28,15.60538,10.40358
2019-03-01,12.91479,9.86547
2019-03-02,12.01793,11.21076
2019-03-03,12.91479,9.32735
2019-03-04,14.34977,9.23766
2019-03-05,14.7982,9.32735
2019-03-06,14.1704,12.1973
2019-03-07,16.86098,9.95515
2019-03-08,13.72197,10.13452
2019-03-09,11.03139,9.05829
2019-03-10,11.30044,8.69955
2019-03-11,17.30941,10.13452
2019-03-12,15.96412,9.95515
2019-03-13,15.51569,7.713
2019-03-14,13.81165,9.95515
2019-03-15,15.06726,9.86547
2019-03-16,13.18385,9.77578
2019-03-17,12.28699,8.43049
2019-03-18,18.74439,7.98206
2019-03-19,16.14349,8.43049
2019-03-20,17.57847,10.13452
2019-03-21,14.61883,9.50672
2019-03-22,18.38565,9.50672
2019-03-23,13.63228,7.80269
2019-03-24,12.28699,9.50672
2019-03-25,16.95067,9.14798
2019-03-26,17.13004,9.32735
2019-03-27,21.61434,14.52914
2019-03-28,19.73094,8.25112
2019-03-29,17.93721,10.40358
2019-03-30,13.36322,8.52017
2019-03-31,14.70852,12.28699
2019-04-01,16.05381,13.72197
2019-04-02,15.426,10.22421
2019-04-03,19.19282,7.35426
2019-04-04,15.87443,9.95515
2019-04-05,13.18385,7.713
2019-04-06,11.65919,7.89237
2019-04-07,13.99103,10.58295
2019-04-08,15.60538,12.1973
2019-04-09,17.75784,8.9686
2019-04-10,15.96412,8.07174
2019-04-11,19.10313,8.16143
2019-04-12,15.06726,6.72645
2019-04-13,13.99103,6.90582
2019-04-14,14.70852,7.89237
2019-04-15,15.69506,9.05829
2019-04-16,19.82062,8.07174
2019-04-17,17.48878,9.50672
2019-04-18,17.66816,8.87892
2019-04-19,16.32286,7.713
2019-04-20,14.61883,7.17488
2019-04-21,15.33632,8.60986
2019-04-22,18.11659,10.9417
2019-04-23,21.2556,7.89237
2019-04-24,22.15246,7.35426
2019-04-25,19.37219,10.58295
2019-04-26,15.78475,7.713
2019-04-27,16.14349,8.07174
2019-04-28,15.87443,7.62331
2019-04-29,18.6547,10.22421
2019-04-30,18.56502,8.9686
2019-05-01,14.52914,8.25112
2019-05-02,17.48878,10.22421
2019-05-03,14.08071,9.68609
2019-05-04,13.45291,8.16143
2019-05-05,6.72645,8.3408
2019-05-06,13.63228,11.12107
2019-05-07,17.93721,12.55605
2019-05-08,15.96412,11.30044
2019-05-09,19.19282,11.74887
2019-05-10,14.7982,10.04484
2019-05-11,14.61883,9.68609
2019-05-12,12.55605,9.50672
2019-05-13,18.74439,10.85201
2019-05-14,18.74439,12.01793
2019-05-15,18.6547,10.49327
2019-05-16,20.35874,8.69955
2019-05-17,16.86098,8.69955
2019-05-18,12.01793,7.35426
2019-05-19,15.426,8.07174
2019-05-20,19.82062,9.59641
2019-05-21,20.44843,9.95515
2019-05-22,20.08968,9.68609
2019-05-23,17.75784,10.9417
2019-05-24,19.37219,8.07174
2019-05-25,13.45291,7.35426
2019-05-26,17.84753,6.54708
2019-05-27,19.10313,10.76233
2019-05-28,20.89686,12.82511
2019-05-29,17.48878,11.21076
2019-05-30,20.71748,8.9686
2019-05-31,16.95067,7.62331
2019-06-01,12.1973,6.27802
2019-06-02,12.82511,6.63677
2019-06-03,19.37219,10.3139
2019-06-04,20.26905,9.86547
2019-06-05,16.7713,7.53363
2019-06-06,13.27354,7.26457
2019-06-07,15.06726,9.23766
2019-06-08,11.65919,7.17488
2019-06-09,15.96412,7.44394
2019-06-10,18.74439,11.39013
2019-06-11,18.74439,10.9417
2019-06-12,18.6547,13.27354
2019-06-13,17.30941,13.36322
2019-06-14,15.06726,15.96412
2019-06-15,10.85201,10.22421
2019-06-16,14.61883,9.32735
2019-06-17,17.13004,14.70852
2019-06-18,17.13004,9.23766
2019-06-19,18.56502,10.3139
2019-06-20,22.06278,13.72197
2019-06-21,16.23318,15.69506
2019-06-22,14.97757,12.28699
2019-06-23,13.45291,15.33632
2019-06-24,17.04035,17.04035
2019-06-25,17.3991,16.68161
2019-06-26,16.41255,13.5426
2019-06-27,15.426,12.64573
2019-06-28,17.93721,12.1973
2019-06-29,11.39013,11.03139
2019-06-30,11.92825,11.12107
2019-07-01,15.51569,14.43946
2019-07-02,17.48878,13.00448
2019-07-03,17.66816,14.52914
2019-07-04,15.24663,12.46636
2019-07-05,15.426,12.55605
2019-07-06,10.04484,11.47982
2019-07-07,11.21076,17.30941
2019-07-08,16.68161,20.35874
2019-07-09,15.15695,16.41255
2019-07-10,13.81165,14.34977
2019-07-11,16.32286,13.27354
2019-07-12,15.87443,15.69506
2019-07-13,9.86547,10.04484
2019-07-14,9.23766,9.32735
2019-07-15,14.34977,15.24663
2019-07-16,16.86098,15.51569
2019-07-17,18.6547,12.37668
2019-07-18,16.05381,13.36322
2019-07-19,13.00448,12.73542
2019-07-20,10.9417,11.12107
2019-07-21,10.40358,11.39013
2019-07-22,16.05381,12.64573
2019-07-23,13.36322,13.5426
2019-07-24,16.05381,12.37668
2019-07-25,13.72197,13.81165
2019-07-26,11.74887,17.13004
2019-07-27,8.43049,9.86547
2019-07-28,10.49327,9.41704
2019-07-29,13.5426,14.52914
2019-07-30,14.7982,13.5426
2019-07-31,11.83856,11.74887
2019-08-01,12.64573,17.04035
2019-08-02,11.74887,14.34977
2019-08-03,10.13452,10.58295
2019-08-04,10.58295,11.39013
2019-08-05,10.22421,17.75784
2019-08-06,14.08071,18.6547
2019-08-07,13.36322,15.87443
2019-08-08,13.27354,14.34977
2019-08-09,11.21076,10.76233
2019-08-10,11.30044,8.87892
2019-08-11,9.41704,8.9686
2019-08-12,15.33632,15.06726
2019-08-13,16.50224,13.63228
2019-08-14,13.72197,10.22421
2019-08-15,12.73542,9.86547
2019-08-16,11.83856,10.76233
2019-08-17,9.59641,8.78923
2019-08-18,9.86547,9.23766
2019-08-19,14.08071,11.74887
2019-08-20,14.7982,13.36322
2019-08-21,15.51569,12.01793
2019-08-22,14.52914,12.46636
2019-08-23,14.70852,11.47982
2019-08-24,13.45291,9.41704
2019-08-25,14.61883,8.69955
2019-08-26,15.69506,13.45291
2019-08-27,17.04035,11.5695
2019-08-28,15.69506,11.74887
2019-08-29,13.18385,12.46636
2019-08-30,12.55605,9.50672
2019-08-31,11.83856,7.35426
2019-09-01,11.83856,9.50672
2019-09-02,16.32286,12.01793
2019-09-03,16.14349,11.5695
2019-09-04,16.95067,11.03139
2019-09-05,14.1704,10.3139
2019-09-06,15.426,7.98206
2019-09-07,11.39013,6.36771
2019-09-08,15.51569,9.41704
2019-09-09,18.38565,14.43946
2019-09-10,19.19282,12.82511
2019-09-11,12.64573,9.77578
2019-09-12,10.04484,7.35426
2019-09-13,6.99551,7.0852
2019-09-14,9.14798,9.41704
2019-09-15,14.08071,10.04484
2019-09-16,14.52914,16.14349
2019-09-17,17.93721,14.34977
2019-09-18,16.05381,14.34977
2019-09-19,14.70852,11.12107
2019-09-20,15.426,12.28699
2019-09-21,11.74887,10.67264
2019-09-22,12.82511,11.39013
2019-09-23,16.23318,10.85201
2019-09-24,16.32286,12.37668
2019-09-25,12.55605,12.91479
2019-09-26,16.50224,14.61883
2019-09-27,14.34977,11.92825
2019-09-28,11.65919,12.46636
2019-09-29,13.27354,9.86547
2019-09-30,19.91031,14.61883
2019-10-01,15.78475,14.88789
2019-10-02,38.83408,13.63228
2019-10-03,11.5695,11.12107
2019-10-04,14.43946,10.58295
2019-10-05,10.04484,9.86547
2019-10-06,11.21076,10.9417
2019-10-07,13.72197,16.86098
2019-10-08,13.00448,12.91479
2019-10-09,11.74887,12.28699
2019-10-10,12.46636,15.33632
2019-10-11,13.36322,12.37668
2019-10-12,11.74887,9.14798
2019-10-13,10.3139,10.9417
2019-10-14,13.63228,14.1704
2019-10-15,14.88789,12.46636
2019-10-16,14.88789,16.32286
2019-10-17,15.96412,14.70852
2019-10-18,13.45291,13.09417
2019-10-19,11.12107,12.82511
2019-10-20,14.1704,18.11659
2019-10-21,16.50224,21.16591
2019-10-22,13.81165,14.61883
2019-10-23,17.30941,13.09417
2019-10-24,14.7982,15.78475
2019-10-25,14.70852,13.63228
2019-10-26,12.1973,15.51569
2019-10-27,11.21076,14.61883
2019-10-28,12.91479,16.7713
2019-10-29,13.27354,17.75784
2019-10-30,15.06726,16.05381
2019-10-31,18.20627,13.27354
2019-11-01,13.90134,15.15695
2019-11-02,10.04484,11.47982
2019-11-03,13.18385,11.83856
2019-11-04,16.95067,16.32286
2019-11-05,16.7713,17.13004
2019-11-06,16.23318,18.56502
2019-11-07,14.70852,19.64125
2019-11-08,14.7982,13.99103
2019-11-09,11.5695,15.15695
2019-11-10,11.12107,15.69506
2019-11-11,15.06726,16.59192
2019-11-12,18.0269,17.3991
2019-11-13,14.08071,16.41255
2019-11-14,15.69506,12.10762
2019-11-15,12.64573,16.05381
2019-11-16,11.5695,11.12107
2019-11-17,11.83856,14.61883
2019-11-18,16.41255,17.93721
2019-11-19,14.61883,23.94618
2019-11-20,17.04035,20.44843
2019-11-21,14.43946,18.47533
2019-11-22,14.43946,21.43497
2019-11-23,9.68609,12.82511
2019-11-24,10.3139,16.14349
2019-11-25,15.24663,17.66816
2019-11-26,15.78475,19.91031
2019-11-27,16.68161,24.39461
2019-11-28,13.00448,24.66367
2019-11-29,12.91479,17.93721
2019-11-30,9.77578,14.43946
2019-12-01,11.5695,18.38565
2019-12-02,14.26008,19.28251
2019-12-03,15.15695,16.7713
2019-12-04,15.60538,21.97309
2019-12-05,14.34977,19.01345
2019-12-06,13.18385,20.26905
2019-12-07,9.32735,16.50224
2019-12-08,12.46636,20.6278
2019-12-09,14.61883,25.73991
2019-12-10,17.3991,23.04932
2019-12-11,16.95067,29.41704
2019-12-12,13.63228,27.35426
2019-12-13,12.01793,27.98206
2019-12-14,12.01793,21.43497
2019-12-15,11.30044,22.24215
2019-12-16,14.52914,43.31838
2019-12-17,14.52914,40.26905
2019-12-18,13.90134,34.43946
2019-12-19,14.7982,29.59641
2019-12-20,12.64573,29.68609
2019-12-21,10.04484,22.24215
2019-12-22,6.54708,28.69955
2019-12-23,12.55605,30.85201
2019-12-24,12.46636,24.66367
2019-12-25,8.60986,21.52466
2019-12-26,12.01793,28.43049
2019-12-27,13.72197,25.73991
2019-12-28,9.14798,21.16591
2019-12-29,9.95515,23.49775
2019-12-30,9.23766,27.26457
2019-12-31,6.99551,25.73991
2020-01-01,7.62331,22.06278
2020-01-02,12.28699,25.02242
2020-01-03,12.1973,26.09865
2020-01-04,10.85201,20.89686
2020-01-05,11.39013,21.8834
2020-01-06,12.64573,28.9686
2020-01-07,15.33632,32.28699
2020-01-08,15.60538,30.9417
2020-01-09,12.28699,30.40358
2020-01-10,13.18385,25.56053
2020-01-11,8.87892,21.2556
2020-01-12,10.40358,23.40807
2020-01-13,15.60538,30.85201
2020-01-14,13.45291,31.21076
2020-01-15,13.90134,38.92376
2020-01-16,15.06726,33.90134
2020-01-17,14.61883,29.86547
2020-01-18,10.49327,27.80269
2020-01-19,8.9686,32.10762
2020-01-20,16.05381,33.72197
2020-01-21,16.41255,46.99551
2020-01-22,14.08071,32.91479
2020-01-23,13.72197,32.28699
2020-01-24,9.77578,21.07623
2020-01-25,8.78923,17.75784
2020-01-26,10.49327,21.8834
2020-01-27,11.65919,27.80269
2020-01-28,13.36322,28.43049
2020-01-29,15.96412,29.59641
2020-01-30,15.51569,35.15695
2020-01-31,13.63228,27.26457
2020-02-01,10.04484,20.17937
2020-02-02,11.92825,23.8565
2020-02-03,16.59192,28.60986
2020-02-04,15.06726,26.72645
2020-02-05,12.46636,23.31838
2020-02-06,13.81165,25.29147
2020-02-07,15.69506,23.31838
2020-02-08,10.13452,22.06278
2020-02-09,12.55605,26.54708
2020-02-10,15.15695,26.72645
2020-02-11,17.21973,28.16143
2020-02-12,18.11659,40.89686
2020-02-13,17.13004,32.10762
2020-02-14,17.75784,29.59641
2020-02-15,12.37668,26.27802
2020-02-16,11.03139,27.44394
2020-02-17,16.05381,32.37668
2020-02-18,14.1704,28.60986
2020-02-19,13.63228,30.67264
2020-02-20,13.63228,28.25112
2020-02-21,13.63228,23.40807
2020-02-22,10.49327,18.29596
2020-02-23,12.01793,17.21973
2020-02-24,11.47982,23.94618
2020-02-25,14.61883,23.40807
